Domain,Indicator,Item,Element,CountryCode,CountryName,Region,Scenario,Units,Year,Value
Macro Indicators,Population,Total,Total population,CHN,"China, mainland",China,Business As Usual,million people,2030,1415.545
Macro Indicators,Population,Total,Total population,CHN,"China, mainland",China,Business As Usual,million people,2035,1408.316
Macro Indicators,Population,Total,Total population,CHN,"China, mainland",China,Business As Usual,million people,2040,1394.715
Macro Indicators,Population,Total,Total population,CHN,"China, mainland",China,Business As Usual,million people,2050,1348.056
Macro Indicators,Population,Total,Total population,CHN,"China, mainland",China,Stratified Societies,million people,2012,1355.387
Macro Indicators,Population,Total,Total population,CHN,"China, mainland",China,Stratified Societies,million people,2030,1415.545
Macro Indicators,Population,Total,Total population,CHN,"China, mainland",China,Stratified Societies,million people,2035,1408.316
Macro Indicators,Population,Total,Total population,CHN,"China, mainland",China,Stratified Societies,million people,2040,1394.715
Macro Indicators,Population,Total,Total population,CHN,"China, mainland",China,Stratified Societies,million people,2050,1348.056
Macro Indicators,GDP per capita,Total,GDP at market prices,IDN,Indonesia,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2012,3.699
Macro Indicators,GDP per capita,Total,GDP at market prices,IDN,Indonesia,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2030,9.649
Macro Indicators,GDP per capita,Total,GDP at market prices,IDN,Indonesia,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2035,11.864
Macro Indicators,GDP per capita,Total,GDP at market prices,IDN,Indonesia,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2040,14.174
Macro Indicators,GDP per capita,Total,GDP at market prices,IDN,Indonesia,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2050,18.423
Macro Indicators,GDP per capita,Total,GDP at market prices,IDN,Indonesia,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2012,3.699
Macro Indicators,GDP per capita,Total,GDP at market prices,IDN,Indonesia,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2030,8.606
Macro Indicators,GDP per capita,Total,GDP at market prices,IDN,Indonesia,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2035,9.759
Macro Indicators,GDP per capita,Total,GDP at market prices,IDN,Indonesia,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2040,10.865
Macro Indicators,GDP per capita,Total,GDP at market prices,IDN,Indonesia,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2050,12.746
Macro Indicators,GDP per capita,Total,GDP at market prices,IDN,Indonesia,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2012,3.699
Macro Indicators,GDP per capita,Total,GDP at market prices,IDN,Indonesia,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2030,9.6
Macro Indicators,GDP per capita,Total,GDP at market prices,IDN,Indonesia,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2035,11.855
Macro Indicators,GDP per capita,Total,GDP at market prices,IDN,Indonesia,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2040,14.386
Macro Indicators,GDP per capita,Total,GDP at market prices,IDN,Indonesia,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2050,19.972
Macro Indicators,GDP per capita,Total,GDP at market prices,KHM,Cambodia,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2012,0.949
Macro Indicators,GDP per capita,Total,GDP at market prices,KHM,Cambodia,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2030,2.474
Macro Indicators,GDP per capita,Total,GDP at market prices,KHM,Cambodia,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2035,3.035
Macro Indicators,GDP per capita,Total,GDP at market prices,KHM,Cambodia,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2040,3.674
Macro Indicators,GDP per capita,Total,GDP at market prices,KHM,Cambodia,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2050,5.127
Macro Indicators,GDP per capita,Total,GDP at market prices,KHM,Cambodia,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2012,0.949
Macro Indicators,GDP per capita,Total,GDP at market prices,KHM,Cambodia,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2030,2.162
Macro Indicators,GDP per capita,Total,GDP at market prices,KHM,Cambodia,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2035,2.428
Macro Indicators,GDP per capita,Total,GDP at market prices,KHM,Cambodia,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2040,2.702
Macro Indicators,GDP per capita,Total,GDP at market prices,KHM,Cambodia,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2050,3.269
Macro Indicators,GDP per capita,Total,GDP at market prices,KHM,Cambodia,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2012,0.949
Macro Indicators,GDP per capita,Total,GDP at market prices,KHM,Cambodia,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2030,2.188
Macro Indicators,GDP per capita,Total,GDP at market prices,KHM,Cambodia,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2035,2.433
Macro Indicators,GDP per capita,Total,GDP at market prices,KHM,Cambodia,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2040,2.667
Macro Indicators,GDP per capita,Total,GDP at market prices,KHM,Cambodia,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2050,3.12
Macro Indicators,GDP per capita,Total,GDP at market prices,LAO,Lao People's Democratic Republic,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2012,1.455
Macro Indicators,GDP per capita,Total,GDP at market prices,LAO,Lao People's Democratic Republic,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2030,3.904
Macro Indicators,GDP per capita,Total,GDP at market prices,LAO,Lao People's Democratic Republic,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2035,4.773
Macro Indicators,GDP per capita,Total,GDP at market prices,LAO,Lao People's Democratic Republic,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2040,5.725
Macro Indicators,GDP per capita,Total,GDP at market prices,LAO,Lao People's Democratic Republic,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2050,7.702
Macro Indicators,GDP per capita,Total,GDP at market prices,LAO,Lao People's Democratic Republic,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2012,1.455
Macro Indicators,GDP per capita,Total,GDP at market prices,LAO,Lao People's Democratic Republic,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2030,3.428
Macro Indicators,GDP per capita,Total,GDP at market prices,LAO,Lao People's Democratic Republic,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2035,3.848
Macro Indicators,GDP per capita,Total,GDP at market prices,LAO,Lao People's Democratic Republic,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2040,4.275
Macro Indicators,GDP per capita,Total,GDP at market prices,LAO,Lao People's Democratic Republic,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2050,5.094
Macro Indicators,GDP per capita,Total,GDP at market prices,LAO,Lao People's Democratic Republic,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2012,1.455
Macro Indicators,GDP per capita,Total,GDP at market prices,LAO,Lao People's Democratic Republic,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2030,3.311
Macro Indicators,GDP per capita,Total,GDP at market prices,LAO,Lao People's Democratic Republic,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2035,3.61
Macro Indicators,GDP per capita,Total,GDP at market prices,LAO,Lao People's Democratic Republic,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2040,3.89
Macro Indicators,GDP per capita,Total,GDP at market prices,LAO,Lao People's Democratic Republic,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2050,4.363
Macro Indicators,GDP per capita,Total,GDP at market prices,MMR,Myanmar,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2012,1.167
Macro Indicators,GDP per capita,Total,GDP at market prices,MMR,Myanmar,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2030,2.809
Macro Indicators,GDP per capita,Total,GDP at market prices,MMR,Myanmar,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2035,3.372
Macro Indicators,GDP per capita,Total,GDP at market prices,MMR,Myanmar,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2040,3.972
Macro Indicators,GDP per capita,Total,GDP at market prices,MMR,Myanmar,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2050,5.211
Macro Indicators,GDP per capita,Total,GDP at market prices,MMR,Myanmar,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2012,1.167
Macro Indicators,GDP per capita,Total,GDP at market prices,MMR,Myanmar,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2030,2.441
Macro Indicators,GDP per capita,Total,GDP at market prices,MMR,Myanmar,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2035,2.621
Macro Indicators,GDP per capita,Total,GDP at market prices,MMR,Myanmar,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2040,2.77
Macro Indicators,GDP per capita,Total,GDP at market prices,MMR,Myanmar,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2050,3.005
Macro Indicators,GDP per capita,Total,GDP at market prices,MMR,Myanmar,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2012,1.167
Macro Indicators,GDP per capita,Total,GDP at market prices,MMR,Myanmar,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2030,2.43
Macro Indicators,GDP per capita,Total,GDP at market prices,MMR,Myanmar,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2035,2.544
Macro Indicators,GDP per capita,Total,GDP at market prices,MMR,Myanmar,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2040,2.588
Macro Indicators,GDP per capita,Total,GDP at market prices,MMR,Myanmar,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2050,2.547
Macro Indicators,GDP per capita,Total,GDP at market prices,MNG,Mongolia,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2012,4.386
Macro Indicators,GDP per capita,Total,GDP at market prices,MNG,Mongolia,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2030,16.178
Macro Indicators,GDP per capita,Total,GDP at market prices,MNG,Mongolia,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2035,19.878
Macro Indicators,GDP per capita,Total,GDP at market prices,MNG,Mongolia,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2040,23.114
Macro Indicators,GDP per capita,Total,GDP at market prices,MNG,Mongolia,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2050,27.398
Macro Indicators,GDP per capita,Total,GDP at market prices,MNG,Mongolia,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2012,4.386
Macro Indicators,GDP per capita,Total,GDP at market prices,MNG,Mongolia,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2030,13.694
Macro Indicators,GDP per capita,Total,GDP at market prices,MNG,Mongolia,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2035,15.829
Macro Indicators,GDP per capita,Total,GDP at market prices,MNG,Mongolia,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2040,17.864
Macro Indicators,GDP per capita,Total,GDP at market prices,MNG,Mongolia,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2050,21.379
Macro Indicators,GDP per capita,Total,GDP at market prices,MNG,Mongolia,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2012,4.386
Macro Indicators,GDP per capita,Total,GDP at market prices,MNG,Mongolia,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2030,15.76
Macro Indicators,GDP per capita,Total,GDP at market prices,MNG,Mongolia,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2035,19.756
Macro Indicators,GDP per capita,Total,GDP at market prices,MNG,Mongolia,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2040,23.954
Macro Indicators,GDP per capita,Total,GDP at market prices,MNG,Mongolia,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2050,32.38
Macro Indicators,GDP per capita,Total,GDP at market prices,MYS,Malaysia,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2012,10.488
Macro Indicators,GDP per capita,Total,GDP at market prices,MYS,Malaysia,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2030,17.322
Macro Indicators,GDP per capita,Total,GDP at market prices,MYS,Malaysia,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2035,18.894
Macro Indicators,GDP per capita,Total,GDP at market prices,MYS,Malaysia,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2040,20.256
Macro Indicators,GDP per capita,Total,GDP at market prices,MYS,Malaysia,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2050,22.134
Macro Indicators,GDP per capita,Total,GDP at market prices,MYS,Malaysia,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2012,10.488
Macro Indicators,GDP per capita,Total,GDP at market prices,MYS,Malaysia,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2030,16.751
Macro Indicators,GDP per capita,Total,GDP at market prices,MYS,Malaysia,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2035,18.169
Macro Indicators,GDP per capita,Total,GDP at market prices,MYS,Malaysia,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2040,19.566
Macro Indicators,GDP per capita,Total,GDP at market prices,MYS,Malaysia,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2050,21.949
Macro Indicators,GDP per capita,Total,GDP at market prices,MYS,Malaysia,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2012,10.488
Macro Indicators,GDP per capita,Total,GDP at market prices,MYS,Malaysia,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2030,18.164
Macro Indicators,GDP per capita,Total,GDP at market prices,MYS,Malaysia,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2035,20.806
Macro Indicators,GDP per capita,Total,GDP at market prices,MYS,Malaysia,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2040,23.58
Macro Indicators,GDP per capita,Total,GDP at market prices,MYS,Malaysia,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2050,29.138
Macro Indicators,GDP per capita,Total,GDP at market prices,PHL,Philippines,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2012,2.613
Macro Indicators,GDP per capita,Total,GDP at market prices,PHL,Philippines,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2030,4.476
Macro Indicators,GDP per capita,Total,GDP at market prices,PHL,Philippines,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2035,5.158
Macro Indicators,GDP per capita,Total,GDP at market prices,PHL,Philippines,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2040,5.963
Macro Indicators,GDP per capita,Total,GDP at market prices,PHL,Philippines,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2050,7.783
Macro Indicators,GDP per capita,Total,GDP at market prices,PHL,Philippines,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2012,2.613
Macro Indicators,GDP per capita,Total,GDP at market prices,PHL,Philippines,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2030,4.076
Macro Indicators,GDP per capita,Total,GDP at market prices,PHL,Philippines,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2035,4.381
Macro Indicators,GDP per capita,Total,GDP at market prices,PHL,Philippines,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2040,4.731
Macro Indicators,GDP per capita,Total,GDP at market prices,PHL,Philippines,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2050,5.545
Macro Indicators,GDP per capita,Total,GDP at market prices,PHL,Philippines,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2012,2.613
Macro Indicators,GDP per capita,Total,GDP at market prices,PHL,Philippines,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2030,3.947
Macro Indicators,GDP per capita,Total,GDP at market prices,PHL,Philippines,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2035,4.132
Macro Indicators,GDP per capita,Total,GDP at market prices,PHL,Philippines,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2040,4.335
Macro Indicators,GDP per capita,Total,GDP at market prices,PHL,Philippines,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2050,4.79
Macro Indicators,GDP per capita,Total,GDP at market prices,PRK,Democratic People's Republic of Korea,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2012,0.642
Macro Indicators,GDP per capita,Total,GDP at market prices,PRK,Democratic People's Republic of Korea,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2030,1.581
Macro Indicators,GDP per capita,Total,GDP at market prices,PRK,Democratic People's Republic of Korea,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2035,1.882
Macro Indicators,GDP per capita,Total,GDP at market prices,PRK,Democratic People's Republic of Korea,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2040,2.194
Macro Indicators,GDP per capita,Total,GDP at market prices,PRK,Democratic People's Republic of Korea,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2050,2.793
Macro Indicators,GDP per capita,Total,GDP at market prices,PRK,Democratic People's Republic of Korea,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2012,0.642
Macro Indicators,GDP per capita,Total,GDP at market prices,PRK,Democratic People's Republic of Korea,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2030,1.46
Macro Indicators,GDP per capita,Total,GDP at market prices,PRK,Democratic People's Republic of Korea,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2035,1.662
Macro Indicators,GDP per capita,Total,GDP at market prices,PRK,Democratic People's Republic of Korea,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2040,1.87
Macro Indicators,GDP per capita,Total,GDP at market prices,PRK,Democratic People's Republic of Korea,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2050,2.296
Macro Indicators,GDP per capita,Total,GDP at market prices,PRK,Democratic People's Republic of Korea,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2012,0.642
Macro Indicators,GDP per capita,Total,GDP at market prices,PRK,Democratic People's Republic of Korea,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2030,1.607
Macro Indicators,GDP per capita,Total,GDP at market prices,PRK,Democratic People's Republic of Korea,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2035,1.955
Macro Indicators,GDP per capita,Total,GDP at market prices,PRK,Democratic People's Republic of Korea,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2040,2.346
Macro Indicators,GDP per capita,Total,GDP at market prices,PRK,Democratic People's Republic of Korea,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2050,3.237
Macro Indicators,GDP per capita,Total,GDP at market prices,THA,Thailand,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2012,5.838
Macro Indicators,GDP per capita,Total,GDP at market prices,THA,Thailand,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2030,12.025
Macro Indicators,GDP per capita,Total,GDP at market prices,THA,Thailand,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2035,13.902
Macro Indicators,GDP per capita,Total,GDP at market prices,THA,Thailand,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2040,15.705
Macro Indicators,GDP per capita,Total,GDP at market prices,THA,Thailand,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2050,18.792
Macro Indicators,GDP per capita,Total,GDP at market prices,THA,Thailand,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2012,5.838
Macro Indicators,GDP per capita,Total,GDP at market prices,THA,Thailand,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2030,11.169
Macro Indicators,GDP per capita,Total,GDP at market prices,THA,Thailand,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2035,12.415
Macro Indicators,GDP per capita,Total,GDP at market prices,THA,Thailand,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2040,13.59
Macro Indicators,GDP per capita,Total,GDP at market prices,THA,Thailand,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2050,15.785
Macro Indicators,GDP per capita,Total,GDP at market prices,THA,Thailand,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2012,5.838
Macro Indicators,GDP per capita,Total,GDP at market prices,THA,Thailand,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2030,12.213
Macro Indicators,GDP per capita,Total,GDP at market prices,THA,Thailand,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2035,14.456
Macro Indicators,GDP per capita,Total,GDP at market prices,THA,Thailand,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2040,16.818
Macro Indicators,GDP per capita,Total,GDP at market prices,THA,Thailand,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2050,21.909
Macro Indicators,GDP per capita,Total,GDP at market prices,VNM,Viet Nam,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2012,1.727
Macro Indicators,GDP per capita,Total,GDP at market prices,VNM,Viet Nam,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2030,4.255
Macro Indicators,GDP per capita,Total,GDP at market prices,VNM,Viet Nam,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2035,5.064
Macro Indicators,GDP per capita,Total,GDP at market prices,VNM,Viet Nam,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2040,5.903
Macro Indicators,GDP per capita,Total,GDP at market prices,VNM,Viet Nam,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2050,7.515
Macro Indicators,GDP per capita,Total,GDP at market prices,VNM,Viet Nam,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2012,1.727
Macro Indicators,GDP per capita,Total,GDP at market prices,VNM,Viet Nam,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2030,3.928
Macro Indicators,GDP per capita,Total,GDP at market prices,VNM,Viet Nam,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2035,4.473
Macro Indicators,GDP per capita,Total,GDP at market prices,VNM,Viet Nam,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2040,5.032
Macro Indicators,GDP per capita,Total,GDP at market prices,VNM,Viet Nam,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2050,6.179
Macro Indicators,GDP per capita,Total,GDP at market prices,VNM,Viet Nam,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2012,1.727
Macro Indicators,GDP per capita,Total,GDP at market prices,VNM,Viet Nam,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2030,4.325
Macro Indicators,GDP per capita,Total,GDP at market prices,VNM,Viet Nam,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2035,5.26
Macro Indicators,GDP per capita,Total,GDP at market prices,VNM,Viet Nam,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2040,6.311
Macro Indicators,GDP per capita,Total,GDP at market prices,VNM,Viet Nam,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2050,8.711
Macro Indicators,GDP per capita,Total,GDP at market prices,XEAP,Rest of EAP,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2012,2.835
Macro Indicators,GDP per capita,Total,GDP at market prices,XEAP,Rest of EAP,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2030,5.866
Macro Indicators,GDP per capita,Total,GDP at market prices,XEAP,Rest of EAP,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2035,7.26
Macro Indicators,GDP per capita,Total,GDP at market prices,XEAP,Rest of EAP,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2040,9.015
Macro Indicators,GDP per capita,Total,GDP at market prices,XEAP,Rest of EAP,EAP excluding China,Toward Sustainability,"1000 US$, 2012 prices",2050,13.596
Macro Indicators,GDP per capita,Total,GDP at market prices,XEAP,Rest of EAP,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2012,2.835
Macro Indicators,GDP per capita,Total,GDP at market prices,XEAP,Rest of EAP,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2030,5.15
Macro Indicators,GDP per capita,Total,GDP at market prices,XEAP,Rest of EAP,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2035,5.76
Macro Indicators,GDP per capita,Total,GDP at market prices,XEAP,Rest of EAP,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2040,6.459
Macro Indicators,GDP per capita,Total,GDP at market prices,XEAP,Rest of EAP,EAP excluding China,Business As Usual,"1000 US$, 2012 prices",2050,8.117
Macro Indicators,GDP per capita,Total,GDP at market prices,XEAP,Rest of EAP,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2012,2.835
Macro Indicators,GDP per capita,Total,GDP at market prices,XEAP,Rest of EAP,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2030,4.989
Macro Indicators,GDP per capita,Total,GDP at market prices,XEAP,Rest of EAP,EAP excluding China,Stratified Societies,"1000 US$, 2012 prices",2035,5.42
